pdb id,rna frac,structure type,lig type,lig mass,site frac,elements,grid size
4TU0,0,0,0,0,0,1,1
3GIB,0,1,0,1,0,1,1
4NLF,1,1,0,0,0,1,1
5UZ4,1,1,0,0,0,1,0
3S17,0,0,0,1,0,1,0
7NDJ,0,1,0,0,0,1,0
6UFM,1,1,0,0,0,1,0
3F4E,1,0,0,1,0,1,1
4LF5,1,1,1,1,1,1,0
2N0J,1,1,1,1,1,1,1
6JE3,0,1,0,1,0,1,0
7JNH,1,1,0,0,0,1,0
5M0I,0,1,0,0,0,1,0
1MDG,1,1,0,0,0,0,1
6LAZ,1,1,1,1,1,1,0
4RKV,1,1,0,0,0,1,1
5D8T,1,1,0,0,0,0,1
2GQ4,1,1,0,0,0,1,1
1Y73,1,1,0,0,0,1,0
1S03,1,0,0,0,0,1,0
1O0C,0,1,0,1,0,1,1
3D2S,0,1,0,0,0,1,1
3IWN,1,1,1,1,1,1,0
3E5C,1,1,1,1,1,1,1
1Q93,1,1,0,0,0,1,0
3I61,0,1,0,1,0,1,0
6YRQ,0,1,0,0,0,1,1
2F4V,1,1,1,1,1,1,0
5AOR,0,1,0,1,0,1,0
6EVK,0,0,0,1,0,1,0
4FEO,1,1,1,0,0,1,1
6DNH,0,1,0,0,0,1,0
5NEF,1,1,0,0,0,0,1
6XLW,0,1,0,1,0,0,1
6ZLW,0,1,0,0,0,1,0
2NPZ,1,1,0,0,0,1,0
2OGM,1,1,1,1,1,1,0
4J7M,0,1,0,1,0,1,1
3TD0,1,1,0,0,0,0,1
354D,1,1,0,0,0,1,1
5LQT,1,1,0,0,0,0,1
2BEE,1,1,1,0,0,1,1
6O7E,0,1,1,1,0,1,0
4KQ0,0,1,0,0,0,1,1
5JBJ,0,1,0,0,0,1,1
2OJ0,1,1,0,0,0,1,0
1NWX,1,1,1,0,0,1,0
6SH8,0,1,0,1,0,1,0
5CCB,0,1,1,1,0,1,1
6CVP,0,1,0,1,0,1,1
3R1L,1,1,0,0,0,1,0
1M5P,1,1,0,0,0,0,0
6C8L,1,0,0,0,0,1,0
5SWD,1,1,0,0,0,1,1
4GMA,1,1,0,0,0,1,1
5Y7M,1,1,0,0,0,1,0
1UVL,0,0,0,0,0,1,0
4Q0B,0,0,0,1,0,1,0
3BBK,1,1,0,0,0,1,0
6A6J,0,1,0,0,0,1,0
4OL8,0,0,0,1,0,0,0
6MPF,1,1,1,1,1,1,0
6UPY,0,0,0,1,0,1,0
6DPF,0,1,0,1,0,1,1
5VW1,0,1,0,0,0,1,0
5W0O,0,1,0,1,0,1,0
4RCM,0,1,1,1,0,1,0
2YIF,1,1,0,0,0,1,0
3UQ0,0,0,0,1,0,1,1
6X26,0,0,0,1,0,1,0
3GTK,0,0,0,1,0,1,0
6IV8,0,1,0,0,0,0,0
5UH8,0,0,0,1,0,1,0
1TOB,1,1,0,0,0,1,1
2JA6,0,0,0,1,0,0,0
6M0W,0,1,0,1,0,1,0
2ZH4,0,1,0,0,0,1,1
6UV1,0,1,0,1,0,1,0
5XUZ,0,1,0,1,0,1,0
1D9F,0,0,0,1,0,1,0
2BH2,0,1,1,1,0,0,0
4HHT,0,1,0,1,0,1,1
1VQL,1,1,0,0,0,1,0
3CCL,1,1,0,0,0,1,0
6JBQ,0,0,0,1,0,1,0
4V1N,0,0,0,1,0,1,0
4JI6,1,1,1,1,1,1,0
7C79,0,1,0,0,0,1,0
4P20,1,1,1,1,1,1,1
7M89,0,0,0,1,0,1,0
1QRT,0,1,0,1,0,1,1
1Y39,1,1,0,0,0,1,0
3OXE,1,1,0,0,0,1,1
4PRF,1,1,0,0,0,1,0
2H0W,1,1,0,0,0,1,0
4RGE,1,1,0,1,0,1,1
3HJF,0,1,0,1,0,1,1
4ED5,0,1,1,0,0,1,1
5WT3,0,1,1,1,0,1,1
6KQM,0,0,0,1,0,1,0
3I4N,0,0,0,1,0,0,0
6DMN,0,1,0,1,0,1,1
2MS0,1,0,0,0,0,1,0
3BO2,1,1,0,0,0,1,0
1UON,0,0,0,1,0,1,0
6LAS,1,1,1,1,1,0,0
5DHB,1,1,1,1,1,1,1
7JL0,0,1,0,1,0,1,0
5LWJ,1,1,0,1,0,1,1
1X9C,1,1,0,0,0,1,0
3I56,1,1,1,0,0,1,0
6DVB,0,0,0,1,0,1,0
7C08,0,1,0,0,0,1,0
6VM6,0,1,0,0,0,1,0
6J6H,0,1,1,1,0,1,0
DRB003,1,1,1,0,0,1,1
5N9G,0,0,0,1,0,1,0
2ZM6,1,1,0,0,0,1,0
5NOM,1,1,0,0,0,0,1
4NDI,0,1,1,1,0,1,1
1ZBI,0,1,0,1,0,1,0
5UDZ,0,1,0,0,0,1,0
4FAX,1,1,0,1,0,1,0
6UP0,1,1,1,1,1,1,1
5ZSA,0,1,1,1,0,1,1
2ZH6,0,1,0,1,0,1,1
5D99,1,1,0,0,0,1,0
6N6G,0,1,0,0,0,1,1
2P7F,1,1,0,0,0,1,0
3G78,1,1,0,0,0,1,0
3O3F,0,1,0,1,0,1,1
4PUO,0,0,0,1,0,1,0
6DPB,0,1,0,1,0,1,1
6CAP,1,1,1,1,1,1,0
1M5K,1,1,0,0,0,1,0
6CXZ,1,1,0,0,0,1,1
4UN5,0,1,0,1,0,1,0
1GAX,0,1,1,1,0,1,0
1I96,1,1,0,0,0,1,0
4AS1,0,1,0,0,0,0,0
4WQS,0,0,0,1,0,1,0
2R1S,1,1,0,0,0,0,1
5NZD,1,1,0,0,0,0,1
1J5E,1,1,0,0,0,1,0
7D82,1,1,1,1,1,1,1
2HYI,0,1,0,1,0,1,0
2H0S,1,1,0,1,0,1,0
3OVB,0,1,0,1,0,1,0
5HNJ,1,1,0,0,0,1,1
6OZS,0,1,1,1,0,1,1
3EQT,0,1,0,0,0,1,1
6FF7,0,1,1,1,0,1,0
4WCE,1,1,0,1,0,1,0
5OOM,0,1,1,0,0,1,0
6LSF,0,0,0,0,0,1,1
4PDQ,1,1,1,0,0,1,1
5K7E,1,1,0,1,0,1,0
6ALH,0,0,0,1,0,1,0
1L9A,1,1,0,0,0,1,0
6KWQ,0,0,0,0,0,1,1
4WFN,1,1,1,0,0,1,0
3FS0,1,1,0,0,0,1,1
5VJ9,1,1,0,1,0,1,0
4LVV,1,0,0,1,0,1,1
4KQY,1,1,1,1,1,1,1
1VQ7,1,1,0,0,0,1,0
4RBQ,1,1,0,0,0,1,1
2UXC,1,1,1,1,1,1,0
3AVW,0,0,0,1,0,1,0
4NXM,1,1,1,1,1,1,0
1ZZ5,1,1,1,1,1,1,1
1Q8N,1,1,1,1,1,1,1
6J50,0,0,0,1,0,1,0
6J51,0,0,0,1,0,1,0
2QWY,1,1,1,1,1,1,0
3FWO,1,1,1,1,1,1,0
1SJ3,1,1,0,0,0,1,0
6UC8,1,1,1,0,0,1,1
4FEN,1,1,1,0,0,1,1
4WTG,0,0,0,1,0,1,0
5L1Z,0,0,0,0,0,1,0
4A3C,0,0,0,1,0,0,0
6FQ3,0,1,0,0,0,1,0
6J7Z,0,1,0,0,0,1,0
6WMP,0,0,0,1,0,1,0
4QYZ,0,1,0,1,0,1,0
462D,1,1,0,0,0,1,0
6XZ7,1,1,1,1,1,1,0
4A2X,0,1,0,0,0,1,0
4BW0,0,1,0,0,0,1,1
5ZTH,0,1,1,1,0,1,1
5T83,1,1,0,1,0,1,0
3JQ4,1,1,1,1,1,1,0
5FW3,0,1,0,1,0,1,0
3WQZ,0,1,1,1,0,1,0
2F4T,1,1,1,1,1,1,1
6YMW,0,0,0,1,0,1,0
3G96,1,1,1,1,1,1,0
3ADC,0,1,0,1,0,0,0
DRBB16,1,1,1,1,1,1,1
1XP7,1,1,0,0,0,1,0
6AZ4,1,0,0,0,0,1,1
3AVX,0,0,0,1,0,1,0
6Z9T,0,0,0,1,0,1,0
6DP6,0,1,0,1,0,1,1
6GMH,0,0,0,1,0,1,0
5DQK,1,1,0,1,0,1,1
6AR3,0,0,0,1,0,0,0
7ADC,0,0,0,1,0,1,0
2ET4,1,1,1,1,1,1,1
6ZWU,1,1,0,0,0,1,1
7BPV,1,1,0,1,0,1,1
2G8F,0,1,0,1,0,1,1
5DHC,1,1,1,1,1,1,0
6S8B,0,1,0,1,0,1,0
1QU2,0,1,0,1,0,1,0
3H5Y,0,0,0,1,0,1,1
5KW1,0,1,0,1,0,1,1
6H66,0,1,0,0,0,1,0
430D,1,1,0,0,0,0,1
486D,1,1,0,0,0,1,0
1N1H,0,0,0,1,0,1,0
6V5B,0,1,0,0,0,1,0
6I0V,0,1,0,0,0,1,1
470D,1,1,0,0,0,1,1
6IFR,0,1,0,0,0,1,0
5HBW,1,0,0,1,0,1,1
2NUF,0,1,0,0,0,1,1
2XS7,0,1,0,0,0,1,1
5VCF,1,0,0,1,0,1,0
4XJN,0,0,0,0,0,1,0
6A5P,0,0,0,1,0,1,0
3T1H,1,1,1,1,1,1,0
6OMV,0,1,0,1,0,1,0
6BFB,1,1,1,1,1,1,1
4PCO,1,1,0,0,0,1,1
6RIE,0,0,0,1,0,1,0
6Z9S,0,0,0,1,0,1,0
7JL2,0,1,0,1,0,1,0
4LVW,1,0,0,0,0,1,1
6G5I,0,1,0,0,0,1,0
5TSN,0,0,0,0,0,1,1
3R2C,0,0,0,0,0,1,1
1TN1,1,1,0,1,0,1,1
6PQ7,1,1,1,1,1,1,1
1L8V,1,1,0,0,0,1,0
3IQR,1,1,1,1,1,1,0
2ZZN,0,1,1,1,0,1,0
1WRQ,0,0,0,0,0,1,0
5JS1,0,1,1,0,0,1,1
3PIO,1,1,1,0,0,1,0
2DRB,0,1,0,0,0,1,1
2W2H,0,0,0,0,0,1,0
5E18,0,0,0,1,0,1,0
1K8A,1,1,0,0,0,1,0
6C64,1,1,1,1,1,1,1
2PXB,1,1,0,0,0,0,0
3IGI,1,1,0,0,0,1,0
3NPN,1,1,1,1,1,1,0
1WWE,0,1,0,0,0,1,1
3AVY,0,0,0,1,0,1,0
7ADD,0,0,0,1,0,1,0
5ON2,0,1,1,1,0,1,0
DRBB17,1,1,1,1,1,1,1
5Z98,0,1,0,0,0,1,1
4NDG,0,1,0,1,0,0,1
4YHH,1,1,1,1,1,1,0
310D,1,1,0,0,0,1,0
6GX6,0,1,0,0,0,1,0
1PVO,0,0,0,1,0,1,0
4E48,1,1,0,0,0,1,0
1WWG,0,1,0,0,0,1,1
3OLB,0,0,0,1,0,1,0
5B43,0,1,0,1,0,1,0
6C6U,0,0,0,1,0,1,0
5A0T,0,1,0,0,0,1,0
1AJU,1,1,0,0,0,1,1
4DR4,1,1,1,1,1,1,0
6WLH,0,0,0,0,0,1,1
5LMU,1,1,0,0,0,1,0
5EME,1,1,1,1,1,1,1
4FEJ,1,1,1,0,0,1,1
5NO3,1,1,0,1,0,1,0
4P3S,1,1,1,1,1,0,1
3EPJ,0,1,0,0,0,1,0
4TUX,0,1,0,0,0,1,0
2PJP,0,1,0,0,0,1,1
3HL2,0,1,1,0,0,1,0
3DJ2,1,1,0,0,0,1,1
1RC7,0,1,0,0,0,1,0
3B5F,1,1,0,0,0,1,0
1Y1W,0,0,0,1,0,1,0
6PCH,1,1,1,1,1,1,0
2J0S,0,1,0,1,0,1,0
5ED2,0,1,1,1,0,1,0
1JZZ,1,1,1,0,0,1,0
1H4S,0,1,1,1,0,1,0
1Y99,1,1,0,0,0,1,1
1C9S,0,0,0,0,0,1,1
5UD5,1,1,0,0,0,1,0
6NMA,0,1,0,0,0,1,0
7ELP,1,1,1,0,0,1,1
6C65,1,1,1,1,1,1,1
6XMF,0,1,0,0,0,1,0
4G0A,0,1,0,0,0,1,0
5N61,0,0,0,1,0,1,0
6XUS,1,1,0,0,0,1,1
1NJM,1,1,1,1,1,1,0
6GJZ,0,1,0,1,0,1,0
5D6G,1,1,0,0,0,1,0
6QN3,1,1,0,0,0,1,1
5GIO,0,1,1,1,0,1,0
6ZVI,1,1,0,0,0,1,0
6ZRL,1,1,0,0,0,1,1
2BYT,0,1,0,0,0,1,0
5WJR,0,1,0,1,0,1,1
DRBB14,1,1,1,1,1,1,1
6WQQ,1,1,1,1,1,1,0
4GV9,0,1,0,0,0,1,1
6GPG,0,1,0,0,0,1,0
4GKK,1,1,1,1,1,1,0
6H68,0,0,0,1,0,1,0
3M3Y,0,0,0,1,0,0,0
3BBX,1,1,0,0,0,1,0
3V11,0,1,0,1,0,1,0
6UGJ,1,1,1,0,0,1,1
6N9X,0,0,0,1,0,1,0
2YU9,0,0,0,1,0,1,0
5WTI,0,1,0,1,0,1,0
2O44,1,1,1,0,0,1,0
1SJF,1,1,0,0,0,1,0
217D,1,1,1,1,1,1,1
5U30,0,1,0,1,0,0,0
2QK9,0,0,0,1,0,1,0
6DOT,0,1,0,1,0,1,1
1UVJ,0,0,0,0,0,1,0
6DOR,0,1,0,1,0,1,1
1MWL,1,1,1,1,1,1,1
4R4P,1,1,0,0,0,1,0
5K36,0,1,0,0,0,1,0
3RKF,1,1,1,0,0,1,0
6P1U,0,0,0,1,0,1,1
5ON3,0,1,1,1,0,1,0
3J81,0,1,0,0,0,1,0
6OZG,0,1,0,1,0,1,0
6DPO,0,1,0,1,0,1,1
1TRA,1,1,0,0,0,1,1
3MJB,1,1,0,0,0,1,1
6MPI,1,1,1,1,1,1,0
3WRU,1,1,1,1,1,1,1
4DR5,1,1,1,1,1,1,0
5DUN,1,1,0,0,0,1,1
6SW9,0,1,0,1,0,1,0
1J2B,0,1,0,0,0,1,0
1AKX,1,1,0,0,0,1,1
3IEV,0,1,0,1,0,1,1
435D,1,1,0,0,0,1,1
7JZ0,0,1,1,1,0,1,0
5XYU,1,1,0,0,0,1,0
5DTO,0,1,1,1,0,1,0
3JAP,0,1,1,1,0,1,0
5F5H,0,1,0,0,0,1,0
6BK8,0,1,1,1,0,1,0
6IR9,0,0,0,1,0,1,0
3PO3,0,0,0,1,0,0,0
1E8S,0,1,0,0,0,1,0
1YIJ,1,1,1,0,0,1,0
4XLR,0,0,0,1,0,1,0
1H2D,0,1,0,0,0,1,0
3CMA,1,1,0,0,0,1,0
5XTM,1,1,0,0,0,1,0
3D0M,1,1,0,0,0,1,1
3G6E,1,1,1,1,1,1,0
6G5H,0,1,0,0,0,1,0
6KQF,0,0,0,1,0,1,0
7DU2,0,0,0,1,0,0,0
6V9Q,0,1,0,0,0,1,0
6ZW3,1,1,0,0,0,1,1
6V9B,1,1,1,1,1,1,1
6WRE,0,1,1,1,0,1,1
2MXS,1,1,1,1,1,1,1
2ZH1,0,1,0,0,0,1,1
6BQF,0,0,0,1,0,1,0
4NYA,1,1,1,0,0,1,0
4GHL,0,0,0,0,0,1,1
1UUI,1,1,1,1,1,1,1
5F9H,0,1,0,0,0,1,0
7BZF,0,0,0,0,0,1,0
6OZP,0,1,1,1,0,1,1
1Z58,1,1,1,0,0,1,0
7KRO,0,0,0,1,0,1,0
1QRU,0,1,0,1,0,1,1
4K4Y,0,0,0,1,0,1,0
5US2,0,1,0,1,0,0,0
4AQY,1,1,1,1,1,1,0
1R9S,0,0,0,1,0,1,0
6ME0,1,1,0,1,0,1,0
5M5Y,0,0,0,1,0,1,0
4M2Z,0,1,0,0,0,1,1
3UZS,0,1,0,0,0,1,0
464D,1,1,0,0,0,1,1
5T3K,1,1,0,0,0,0,1
5WWS,0,1,1,1,0,1,0
6MUT,0,1,0,0,0,1,0
2JLX,0,0,0,1,0,1,1
6ID1,0,1,1,1,0,1,0
5EEY,0,0,0,0,0,1,1
5CCX,0,0,0,1,0,1,1
6DOH,0,1,0,1,0,1,1
3Q0P,0,1,0,0,0,1,0
1Q82,1,1,0,0,0,1,0
2OGO,1,1,1,1,1,1,0
2ANR,0,1,0,0,0,0,0
4PKD,0,0,0,0,0,1,0
5E6M,0,1,1,1,0,1,0
5YTT,0,0,0,0,0,1,1
4FEP,1,1,1,0,0,1,1
3GTG,0,0,0,1,0,1,0
2MTK,1,1,0,0,0,1,1
1L2X,1,1,0,1,0,1,1
5W64,0,0,0,1,0,1,0
4QLN,1,1,1,1,1,1,1
6IV9,0,1,0,0,0,1,1
2UXD,1,1,1,1,1,1,0
1Y6T,1,1,0,0,0,1,0
1N34,1,1,0,0,0,1,0
1F6U,0,1,0,0,0,1,1
6YSI,1,1,1,1,1,1,0
4E8P,1,1,0,1,0,1,0
6O5F,0,1,0,0,0,1,0
4Y1M,1,1,0,1,0,1,0
4E8Q,1,1,0,1,0,1,0
3R1C,1,1,0,0,0,1,0
1C0A,0,1,1,1,0,1,0
4GV6,0,1,0,0,0,1,1
1T0E,1,1,0,0,0,1,1
222D,1,1,0,1,0,1,1
5BUD,0,1,0,0,0,1,1
6DP1,0,1,0,1,0,1,1
4GZY,0,0,0,1,0,1,0
3SKL,1,1,1,1,1,1,1
6WPI,0,1,0,1,0,1,0
6JCY,0,0,0,1,0,1,0
5EF3,0,0,0,0,0,1,1
6ZPF,1,1,0,0,0,1,1
6CAB,1,0,0,0,0,1,0
6CU1,1,1,0,0,0,1,1
6E0O,0,1,0,0,0,1,0
6T3S,1,1,0,1,0,1,0
5NO4,1,1,0,1,0,1,0
1VQ4,1,1,0,0,0,1,0
1F8V,0,1,0,0,0,1,0
3JB7,0,0,0,1,0,1,0
3DW4,1,1,0,0,0,1,1
6X1B,0,1,0,0,0,1,0
7BL5,1,1,0,0,0,1,0
6YL5,1,1,1,1,1,0,0
5LMT,1,1,0,0,0,1,0
6OY5,0,0,0,1,0,1,0
6UV2,0,1,0,1,0,1,0
6AH0,0,1,1,1,0,1,0
3JAM,0,1,0,0,0,1,0
1N38,0,0,0,1,0,1,0
5XUU,0,1,0,1,0,1,0
5UDL,0,1,0,0,0,1,0
3F2T,1,0,0,1,0,1,1
7KFN,0,1,1,1,0,1,0
3ND4,1,1,0,0,0,1,1
1XPF,1,1,0,1,0,1,0
246D,1,1,0,1,0,1,1
1QRS,0,1,0,1,0,1,1
2ZKO,0,1,0,0,0,1,1
3OG8,0,1,0,0,0,1,1
5JAJ,0,1,0,1,0,1,0
2G8H,0,1,0,1,0,1,1
2NOK,1,1,0,0,0,1,1
2OIU,1,1,0,0,0,1,1
2I7Z,1,1,0,0,0,1,1
1OB2,0,1,1,1,0,1,0
4PJO,0,0,0,1,0,1,0
3J7A,1,1,1,1,1,1,0
4RQF,0,1,0,1,0,1,0
4XK0,1,1,0,0,0,1,1
4J7L,0,1,0,1,0,1,1
3TRA,1,1,0,0,0,1,1
2VRT,0,1,0,0,0,1,0
1ARJ,1,1,0,0,0,1,1
6Y50,0,1,0,0,0,1,0
4FWT,0,0,0,1,0,1,0
4NKU,0,0,0,0,0,1,1
6J9E,0,0,0,1,0,1,0
4KI4,0,0,0,1,0,1,0
7M7R,0,0,0,1,0,1,0
6BM2,0,0,0,1,0,1,0
1NJN,1,1,1,1,1,1,0
1QA6,1,1,0,0,0,1,0
DRB008,1,1,1,1,1,1,1
5I8Q,0,1,0,1,0,1,0
6N5N,1,1,1,1,1,1,0
5JJI,0,0,0,1,0,0,0
5EW4,1,1,0,0,0,1,1
5CZZ,0,1,0,1,0,1,0
1EHZ,1,1,0,0,0,1,0
2FCY,1,1,1,1,1,0,0
5HBX,1,0,0,1,0,1,0
1I7J,1,1,0,0,0,1,1
6WYB,0,0,0,1,0,1,1
2GQ6,1,1,0,0,0,1,1
5UX3,1,0,0,0,0,0,0
3IQN,1,1,1,1,1,1,0
5EBI,1,1,0,1,0,1,1
4WF9,1,1,1,1,0,1,0
5LYS,1,0,0,0,0,1,1
2DU6,0,1,1,0,0,1,0
4FTB,0,1,0,1,0,1,0
5USN,0,1,0,1,0,1,1
1JID,0,1,0,0,0,0,1
3U4M,0,1,0,0,0,1,1
1VQP,1,1,0,0,0,1,0
5ZSL,0,1,1,1,0,1,0
3I2Q,1,1,0,0,0,1,0
6QIR,1,1,1,1,1,1,1
2PXL,1,1,0,0,0,0,0
1R9F,0,1,0,0,0,0,0
6INQ,0,0,0,1,0,1,0
4GPY,1,1,1,1,1,1,1
1VFG,0,0,0,1,0,1,0
5WNU,1,1,1,1,1,1,0
3BOY,0,0,0,0,0,1,1
3E5F,1,1,1,1,1,1,1
6G90,0,1,1,0,0,1,0
3PU1,0,1,0,0,0,1,0
1KD4,1,1,0,0,0,1,0
4WFL,1,1,0,0,0,1,1
7MKY,1,1,0,0,0,1,1
2Z75,1,1,1,1,1,1,0
3R9W,0,1,0,1,0,1,1
3L3C,1,1,1,1,1,1,0
6DLT,1,1,1,1,1,1,1
1Q2R,0,1,1,1,0,1,0
4OO1,0,1,0,0,0,1,0
6OD9,1,1,1,1,1,1,1
4X4V,0,1,1,1,1,1,0
4QPX,0,0,0,0,0,1,1
5B2S,0,1,0,1,0,1,0
4E8T,1,1,0,1,0,1,0
1WMQ,0,0,0,0,0,1,0
5K78,0,1,0,0,0,1,0
3UD3,1,1,0,0,0,1,1
6C8J,1,0,0,1,0,1,1
1EGK,1,1,0,1,0,1,1
2J0Q,0,1,0,1,0,1,0
5D0A,0,1,0,0,0,0,1
7B3C,0,0,0,0,0,1,0
5NWQ,1,1,0,0,0,0,1
4IOC,1,1,1,0,0,1,0
4E8N,1,1,0,1,0,1,0
6RT6,0,1,0,0,0,1,1
4O41,1,1,0,0,0,1,1
4UN4,0,1,0,1,0,1,0
1HR2,1,1,0,0,0,1,0
3RZO,0,0,0,1,0,1,0
6DOG,0,1,0,1,0,1,1
2FK6,0,1,0,0,0,1,0
4TUW,0,1,0,0,0,1,1
6GC8,1,1,0,0,0,1,0
6USO,0,0,0,1,0,1,0
5DI4,1,1,0,1,0,1,1
7ADE,0,0,0,1,0,1,0
6N6C,0,1,0,0,0,1,1
6K0B,1,1,0,0,0,1,0
3HO1,0,1,0,1,0,1,1
2O3Y,1,1,0,1,0,1,1
1QVF,1,1,0,0,0,1,0
3S1N,0,0,0,1,0,1,0
2UUC,1,1,1,1,1,1,0
1IVS,0,1,1,1,0,1,0
4P43,1,1,0,0,0,1,1
3NJ7,1,1,0,0,0,1,1
7AEA,0,0,0,1,0,1,0
7LD5,0,0,0,0,0,1,0
6RTI,0,1,1,1,0,1,0
6DLQ,1,1,1,1,1,1,1
3FTF,0,1,1,1,0,1,1
2LWK,1,1,1,1,1,1,1
1Y27,1,1,1,0,0,1,1
7JL3,0,1,0,1,0,1,0
6FZ0,1,1,1,1,1,0,0
6G7Z,1,1,0,0,0,1,1
6DOF,0,1,0,1,0,1,1
6N9U,0,0,0,1,0,1,0
6KQN,0,0,0,1,0,1,0
1K9M,1,1,0,0,0,1,0
2X1A,0,0,0,0,0,1,1
6QCX,0,0,0,0,0,1,0
6BLP,0,0,0,1,0,1,0
4K4S,0,0,0,0,0,1,1
6YMJ,1,1,1,1,1,0,0
1EJZ,1,1,0,0,0,1,0
3T5N,0,1,0,0,0,1,1
3RTJ,0,1,0,0,0,1,0
5X2H,0,1,0,1,0,1,0
4JK0,0,1,0,0,0,1,1
1MZP,0,1,0,0,0,0,0
3MUV,1,1,1,1,1,1,1
3B4B,1,1,1,1,1,1,0
5C4J,0,0,0,1,0,1,0
6C8I,1,0,0,1,0,1,1
3CCE,1,1,0,0,0,1,0
6TZ2,0,0,0,1,0,1,0
2EES,1,1,1,0,0,1,1
4ANG,0,1,0,0,0,1,0
6DOO,0,1,0,1,0,1,1
4OAV,0,1,0,1,0,1,0
6ZLC,0,1,0,0,0,1,1
6FAI,0,1,0,0,0,1,0
3S1R,0,0,0,1,0,1,0
1DUH,1,1,0,0,0,1,1
7A9X,0,0,0,0,0,0,0
7KRN,0,0,0,1,0,1,0
4X67,0,0,0,1,0,1,0
6V4X,0,1,0,0,0,1,0
5ID6,0,1,0,0,0,0,0
5XOG,0,0,0,1,0,1,0
6AHU,0,1,0,0,0,1,0
1NLC,1,1,0,0,0,1,0
5IPL,0,0,0,1,0,1,0
7AAP,0,0,0,1,0,1,0
3CGP,1,1,0,0,0,1,1
6WUA,1,1,0,0,0,1,0
3LRN,0,1,0,0,0,1,1
5FJC,1,1,1,1,1,1,1
2A04,1,1,1,1,1,1,1
5AH5,0,1,1,1,0,1,0
4DWA,0,1,0,0,0,1,0
6ZRS,1,1,0,0,0,1,1
1QVG,1,1,0,0,0,1,0
165D,1,1,0,0,0,0,1
3ADD,0,1,0,1,0,0,0
5NEW,0,1,0,0,0,1,0
4JXZ,0,1,0,1,0,1,1
DRBB11,1,1,1,1,1,1,1
1Q86,1,1,0,0,0,1,0
4LX6,1,1,1,0,0,1,1
6WRS,1,1,1,1,1,1,0
4U3P,1,1,0,0,0,1,1
5O69,1,1,1,0,0,0,0
2V0G,0,1,0,0,0,0,0
1VQ6,1,1,0,0,0,1,0
2M4Q,1,1,1,1,1,1,1
3J7Z,1,1,1,0,0,1,0
5ZSE,0,1,1,1,0,1,0
6X2N,0,0,0,1,0,1,0
6D9L,0,1,0,1,0,1,0
4JIY,1,1,1,1,1,1,1
3CR1,1,1,0,0,0,1,0
2AO5,1,1,0,0,0,0,1
1IK5,1,1,0,0,0,0,1
3GTP,0,0,0,1,0,1,0
5TWS,0,0,0,1,0,1,1
3BX3,0,0,0,0,0,1,0
2NPY,1,1,0,0,0,1,0
6PC7,1,1,1,0,0,1,0
3BNT,1,1,0,0,0,0,1
4PEH,0,1,0,0,0,1,0
6NMC,0,1,0,0,0,1,0
3LWV,0,1,0,0,0,1,0
6TF2,1,1,1,1,1,1,1
4NIA,0,1,0,0,0,1,0
5B2T,0,1,0,1,0,1,0
6ASX,0,0,0,1,0,1,0
1ZFV,1,1,0,0,0,1,0
2TOB,1,1,0,0,0,1,1
4KZ2,1,1,0,0,0,1,0
6VUH,1,1,0,0,0,1,1
6DOB,0,1,0,1,0,1,1
5NDI,1,1,0,0,0,0,0
2QA4,1,1,0,0,0,1,0
6J6N,0,1,1,1,0,1,0
5AKA,1,1,0,0,0,1,0
1M90,1,1,1,1,1,1,0
3PF5,0,0,0,0,0,1,1
4NGD,0,1,0,0,0,1,0
1P9X,1,1,1,0,0,1,0
4DV5,1,1,1,1,1,1,0
1SDS,0,1,0,0,0,1,0
6JNX,0,0,0,1,0,1,0
5V7Q,1,1,1,1,1,1,0
3GER,1,1,1,0,0,1,1
6IQW,0,1,0,1,0,1,0
3S1Q,0,0,0,1,0,1,0
1TTT,0,1,0,1,0,1,0
1FFY,0,1,0,1,0,1,0
4YY3,1,1,0,0,0,1,0
4QU6,0,1,0,0,0,1,1
3R4F,1,1,0,0,0,1,0
4L81,1,1,1,1,1,1,0
1J9H,1,1,0,0,0,0,1
5NG6,0,1,0,0,0,1,0
5WWX,0,1,0,0,0,1,1
6FHI,0,0,0,0,0,1,0
5F8N,0,0,0,0,0,1,1
6PC5,1,1,1,0,0,1,0
4PQU,0,0,0,1,0,1,0
1VQ8,1,1,1,1,1,1,0
1EVV,1,1,0,1,0,1,1
6CB1,1,1,1,0,0,1,0
4RWN,0,1,0,1,0,1,1
2OGN,1,1,1,1,1,1,0
485D,1,1,0,1,0,1,1
6WZS,1,1,1,1,1,1,1
6U6J,1,1,1,1,1,1,0
2A43,1,1,0,0,0,1,1
6RT4,0,1,0,0,0,1,1
6JCX,0,0,0,1,0,1,0
3KLV,0,0,0,0,0,1,1
4JGN,0,1,0,0,0,1,1
6N6H,0,1,0,0,0,1,1
6DDG,1,1,1,1,1,1,0
7CTT,0,0,0,1,0,1,0
5KRG,1,1,1,1,1,1,0
3WQY,0,1,1,1,0,1,0
1KOG,0,1,1,1,0,1,0
5BTP,1,1,1,1,1,1,1
6PRV,1,1,0,0,0,1,0
6O78,0,1,0,0,0,1,0
6PCT,1,1,1,0,0,1,0
7B3D,0,0,0,0,0,1,0
6SJ6,1,1,0,0,0,1,0
6QCV,0,0,0,1,0,1,0
4YVI,0,1,1,1,0,1,1
4BXX,0,0,0,1,0,0,0
6UQ2,0,0,0,1,0,1,0
